,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
1544,Cross Creek Pictures,42000000,en,33.696,2020-03-05,39861118,110,6.7,4977,US,False,US,"Action,Science Fiction,Adventure",2020
1545,Warner Bros. Pictures,200000000,en,43.452,2018-11-14,654900000,134,6.851,10881,US,Fantastic Beasts Collection,US,"Fantasy,Adventure",2018
1546,Warner Bros. Pictures,200000000,en,70.783,2022-04-06,407200000,142,6.6,4565,US,Fantastic Beasts Collection,US,"Fantasy,Adventure",2022
1547,Pariah,42000000,en,35.398,2019-10-09,122800000,99,6.924,5754,US,Zombieland Collection,US,"Comedy,Horror",2019
1548,Square Enix,94000000,en,48.892,2018-03-05,274650803,118,6.363,7841,GB,False,JP,"Action,Adventure,Fantasy",2018
1549,Big Talk Studios,34000000,en,66.705,2017-06-28,226945087,113,7.448,15809,GB,Baby Driver Collection,GB,"Action,Crime",2017
1550,DirecTV,0,en,47.347,2017-07-13,0,121,6.96,2047,US,False,US,"Crime,Drama,Thriller",2017
1551,Uncharted,69000000,en,74.872,2017-05-25,177900000,116,6.092,8087,US,False,US,"Comedy,Action,Crime",2017
1552,Belga Films,177200000,en,53.996,2017-07-20,225973340,137,6.6,7512,FR,False,BE,"Adventure,Science Fiction,Action",2017
1553,Columbia Pictures,16000000,en,40.862,2016-03-17,74000000,119,7.442,1191,US,False,US,"Family,Drama",2016
1554,Kodansha,0,ja,34.514,2015-09-01,15187789,87,6.1,351,JP,Attack on Titan Collection,JP,"Horror,Science Fiction,Action",2015
1555,Fade to Black,22500000,en,36.384,2016-11-04,29300000,117,7.422,7836,US,False,US,"Drama,Thriller",2016
1556,Focus Features,30000000,en,46.76,2017-07-26,100014025,115,6.43,6236,US,Atomic Blonde Collection,US,"Action,Adventure,Thriller",2017
1557,Universal Pictures,55000000,en,70.649,2017-02-08,381545846,118,6.483,7637,US,Fifty Shades Collection,US,"Drama,Romance",2017
1558,Echo Lake Entertainment,0,en,40.31,2020-02-28,0,108,7.648,2880,US,False,US,"Romance,Drama",2020
1559,Main Journey,30000000,en,35.994,2016-12-14,109573511,89,7.188,1872,CA,False,CA,"Animation,Adventure,Comedy,Family",2016
1560,Skydance Media,60000000,en,63.935,2016-10-19,162100000,118,6.0,4907,US,Jack Reacher Collection,US,"Action,Thriller",2016
1561,20th Century Fox,104000000,en,59.906,2017-09-20,410902662,141,7.0,10453,GB,Kingsman Collection,US,"Action,Adventure,Comedy",2017
1562,Intrepid Pictures,0,en,38.287,2017-09-29,0,104,6.4,3659,US,False,US,"Horror,Thriller",2017
1563,Lonetree Entertainment,62000000,en,65.461,2018-07-19,190400157,121,6.8,5435,US,The Equalizer Collection,US,"Action,Thriller,Crime",2018
1564,Village Roadshow Pictures,36000000,en,33.058,2016-12-15,88528280,97,7.222,5387,US,False,US,"Drama,Romance",2016
1565,Summit Entertainment,20000000,en,49.234,2017-03-03,96942115,132,7.5,2137,CA,False,US,"Drama,Fantasy",2017
1566,Apelles Entertainment,150000000,en,99.109,2018-08-09,530517320,113,6.253,7697,US,The Meg Collection,US,"Action,Science Fiction,Horror",2018
1567,New Line Cinema,35000000,en,65.544,2017-09-06,703000000,135,7.241,19155,US,It Collection,US,"Horror,Thriller",2017
1568,StudioCanal,40000000,en,61.72,2017-11-09,283692036,104,7.5,2399,GB,Paddington Collection,FR,"Adventure,Comedy,Family",2017
1569,Lakeshore Entertainment,35000000,en,45.723,2016-11-24,81093313,91,5.9,3686,US,Underworld Collection,US,"Fantasy,Action,Thriller",2016
1570,Reliance Entertainment,45000000,en,35.936,2016-10-05,173200000,112,6.4,5709,US,False,IN,"Thriller,Mystery,Drama,Crime",2016
1571,LuckyChap Entertainment,145000000,en,133.831,2023-07-19,1445638421,114,7.0,9474,US,Barbie Collection,US,"Comedy,Adventure",2023
1572,Davis Entertainment,88000000,en,61.424,2018-09-05,160542134,107,5.632,4701,CA,Predator Collection,US,"Science Fiction,Action,Adventure",2018
1573,Pierrot,0,ja,69.435,2015-08-07,38362448,95,7.5,1574,JP,Naruto Collection,JP,"Adventure,Action,Animation,Comedy,Fantasy",2015
1574,STXfilms,35000000,en,34.443,2018-08-16,66308758,94,6.219,2231,US,False,US,"Action,Thriller",2018
1575,Miramax,0,en,36.42,2021-08-27,0,91,6.534,1382,US,False,US,"Comedy,Romance",2021
1576,Lucasfilm Ltd.,250000000,en,40.844,2018-05-15,392952373,135,6.555,8595,US,A Star Wars Story collection,US,"Science Fiction,Adventure,Action",2018
1577,Nu Boyana Viburno,0,en,96.674,2016-08-01,413334,87,7.16,1329,US,Undisputed Collection,BG,"Action,Drama",2016
1578,Amblin Entertainment,170000000,en,92.725,2018-06-06,1310466296,129,6.541,11869,US,Jurassic Park Collection,US,"Action,Adventure,Science Fiction,Thriller",2018
1579,Climax Studios,0,ko,76.493,2015-08-06,0,100,5.3,19,KR,Purpose of Reunion Collection,KR,"Romance,Drama",2015
1580,Wayans Alvarez Productions,20000000,en,38.614,2016-01-28,21164799,92,4.9,1342,US,False,US,"Romance,Comedy",2016
1581,Paramount Pictures,178000000,en,75.495,2018-07-13,791658205,147,7.429,8301,US,Mission: Impossible Collection,US,"Action,Adventure",2018
1582,Matt Tolmach Productions,90000000,en,61.515,2017-12-09,995339117,119,6.821,13696,US,Jumanji Collection,US,"Adventure,Comedy,Fantasy",2017
1583,Columbia Pictures,60000000,en,82.306,2017-08-03,113231078,95,5.757,5126,US,False,US,"Fantasy,Action,Science Fiction",2017
1584,Pixar,175000000,en,133.257,2017-10-27,807816196,105,8.207,19686,US,False,US,"Family,Animation,Music,Adventure",2017
1585,CineTel Films,0,en,44.095,2015-10-01,144420,91,5.757,960,US,I Spit on Your Grave Collection,US,"Horror,Thriller",2015
1586,Cognetti Films,0,en,36.973,2015-10-16,0,93,6.5,480,US,Hell House LLC Collection,US,"Horror,Mystery,Thriller",2015
1587,Silver Pictures,85000000,en,105.496,2024-03-08,0,121,7.0,2387,US,Road House (Remake) Collection,US,"Action,Thriller",2024
1588,20th Century Fox,97600000,en,51.384,2019-11-13,225508210,153,8.005,8094,US,False,US,"Drama,Action,History",2019
1589,Primal Pictures,0,en,40.179,2015-09-15,0,83,6.9,1027,US,False,US,"Thriller,Horror",2015
1590,Illumination,75000000,en,66.655,2018-11-08,508600000,85,6.858,4086,US,False,US,"Animation,Family,Comedy,Fantasy",2018
1591,Skydance Media,170000000,en,162.57,2022-05-21,1488732821,131,8.2,9484,US,Top Gun Collection,US,"Action,Drama",2022
1592,Marvel Studios,140000000,en,44.197,2018-07-04,622674139,119,6.9,13386,US,Ant-Man Collection,US,"Action,Adventure,Science Fiction",2018
1593,Malpaso Productions,60000000,en,34.32,2016-09-07,240800000,96,7.196,7230,US,False,US,"Drama,History",2016
1594,Blue Sky Studios,111000000,en,42.399,2017-12-09,295038508,108,7.212,2865,US,False,US,"Animation,Family,Adventure,Comedy",2017
1595,Lionsgate,115000000,en,157.521,2024-08-07,32978510,101,5.745,975,US,False,US,"Action,Science Fiction,Comedy",2024
1596,EON Productions,250000000,en,78.828,2021-09-29,774153024,163,7.372,6365,GB,James Bond Collection,GB,"Action,Thriller,Adventure",2021
1597,Ridgerock Entertainment Group,0,en,36.965,2016-01-08,0,111,5.6,87,US,False,US,"Crime,Action",2016
1598,Serendipity Point Films,0,en,143.427,2017-02-10,33673,92,6.8,1196,CA,False,CA,"Drama,Romance",2017
1599,Climax Studios,0,ko,54.74,2015-12-03,0,80,5.8,8,KR,False,KR,Romance,2015
1600,CoMix Wave Films,0,ja,81.61,2016-08-26,358000000,106,8.485,11538,JP,False,JP,"Animation,Romance,Drama",2016
1601,Shamon Freitas and Company,0,ko,33.112,2015-12-01,0,90,6.0,14,KR,False,KR,"Comedy,Romance",2015
1602,Legendary Pictures,170000000,en,103.486,2019-05-29,387300138,132,6.694,6226,US,Godzilla Collection,US,"Science Fiction,Action",2019
1603,Warner Bros. Pictures,150000000,en,67.845,2017-07-19,527000000,107,7.452,16566,US,False,US,"War,Action,Drama",2017
1604,ARMS,0,ja,44.596,2015-08-26,0,25,0.0,0,JP,False,JP,"Comedy,Animation,Action,Romance",2015
1605,Appian Way,100000000,en,39.973,2018-11-03,86493046,116,5.906,2981,HK,False,US,"Adventure,Action,Thriller,Fantasy",2018
1606,Videocine,5000000,es,45.998,2016-09-02,23500000,100,7.7,887,MX,No manches Frida Collection,MX,Comedy,2016
1607,Johnson Production Group,0,en,43.745,2015-08-24,0,85,6.6,230,CA,False,CA,"Thriller,TV Movie",2015
1608,Intrepid Pictures,0,en,33.252,2016-03-12,0,82,6.728,4594,US,False,US,"Horror,Thriller",2016
1609,A24,4000000,en,36.346,2016-10-21,65046687,111,7.4,7067,US,False,US,Drama,2016
1610,Kyoto Animation,0,ja,58.064,2016-09-17,30819442,129,8.4,4012,JP,False,JP,"Animation,Drama,Romance",2016
1611,Columbia Pictures,50000000,en,37.63,2017-07-23,216909830,86,5.427,3111,US,False,US,"Animation,Family,Comedy",2017
1612,Toei Animation,0,ja,34.602,1999-03-06,0,31,7.0,59,JP,Yu-Gi-Oh Collection,JP,"Adventure,Animation,Fantasy",1999
1613,Sparkle Roll Media,35000000,en,42.329,2017-09-28,145374099,113,7.0,2668,CN,False,CN,"Action,Thriller",2017
1614,Warner Bros. Pictures Animation,150000000,en,40.466,2021-07-08,163692228,115,6.7,4031,US,Space Jam Collection,US,"Family,Animation,Comedy,Science Fiction",2021
1615,Fox 2000 Pictures,25000000,en,73.003,2016-12-10,235957472,127,8.1,9789,US,False,US,"Drama,History",2016
1616,Blinding Edge Pictures,9000000,en,69.556,2017-01-19,278454358,117,7.344,17441,US,False,US,"Horror,Thriller",2017
1617,Amblin Entertainment,22000000,en,44.728,2017-01-19,205000000,100,7.634,3343,US,A Dog's Purpose Collection,US,"Adventure,Comedy,Fantasy,Family,Drama",2017
1618,China Film Group Corporation,60720000,zh,32.342,2016-02-08,553810228,93,6.529,416,CN,False,CN,"Comedy,Fantasy,Romance",2016
1619,Maximum Effort,110000000,en,85.165,2018-05-10,785896632,120,7.489,18136,US,Deadpool Collection,US,"Action,Comedy,Adventure",2018
1620,Toei Company,0,ja,73.687,1988-04-09,0,119,5.8,29,JP,False,JP,Drama,1988
1621,Chris Morgan Productions,200000000,en,107.742,2019-08-01,760098996,137,6.854,7259,US,False,US,"Action,Adventure,Comedy",2019
1622,Waypoint Entertainment,55000000,en,34.301,2017-12-22,36976336,134,6.922,2297,US,False,US,"Drama,Western,History",2017
1623,Original Film,200000000,en,67.489,2021-05-19,726229501,143,7.1,7261,US,The Fast and the Furious Collection,US,"Action,Adventure,Crime",2021
1624,Universal Pictures,340000000,en,284.917,2023-05-17,704709660,142,7.063,5730,US,The Fast and the Furious Collection,US,"Action,Crime,Thriller",2023
1625,Four Seasons of Younghwasa,0,ko,83.38,2015-08-20,0,91,6.4,16,KR,Mom's Friend Series,KR,Drama,2015
1626,Milk Pictures,0,ko,44.678,2015-11-12,0,101,5.0,8,KR,False,KR,"Drama,Romance",2015
1627,Campbell Grobman Films,30000000,en,45.504,2017-08-16,176586701,118,6.893,6221,CA,The Hitman's Bodyguard Collection,US,"Action,Comedy,Crime,Thriller",2017
1628,The Mark Gordon Company,0,en,35.181,2017-04-21,0,113,6.5,798,US,False,US,"War,Action,Drama",2017
1629,Screen Queensland,0,en,33.047,2017-06-27,1906640,115,6.624,1963,AU,False,AU,"Adventure,Drama,Thriller",2017
1630,Climax Studios,0,ko,67.438,2015-11-01,0,97,4.344,61,KR,False,KR,Romance,2015
1631,IAC Films,10000000,en,33.375,2017-09-01,79000000,94,7.3,8559,US,False,US,"Drama,Comedy",2017
1632,Stage 6 Films,0,en,39.237,2016-06-07,0,101,7.0,471,US,Never Back Down Collection,US,"Drama,Action",2016
1633,The Mark Gordon Company,55000000,en,43.994,2017-11-03,352800000,114,6.704,9985,US,Hercule Poirot (Kenneth Branagh) Collection,US,"Mystery,Drama,Crime",2017
1634,Universal 1440 Entertainment,6500000,en,36.038,2017-10-12,2332018,91,5.819,1296,US,Child's Play Collection,US,"Horror,Thriller",2017
1635,Andromeda International Films,0,el,36.858,1981-03-26,0,96,5.292,12,GR,False,GR,"Crime,Drama",1981
1636,Tubi,0,en,269.332,2024-09-05,0,108,6.2,54,US,False,US,"Crime,Thriller,Western",2024
1637,Savvy Media Holdings,11000000,en,42.858,2017-08-03,44998252,107,7.4,5259,US,Wind River Collection,US,"Crime,Mystery,Thriller,Western",2017
1638,di Bonaventura Pictures,38000000,en,33.624,2017-09-22,25754775,133,7.426,1601,US,False,US,"Drama,Action",2017
1639,Columbia Pictures,58000000,en,34.652,2017-03-22,100541806,104,6.442,7392,US,False,US,"Horror,Science Fiction,Mystery,Thriller",2017
1640,Atomic Monster,15000000,en,57.987,2017-08-03,306592201,110,6.591,5621,US,Annabelle Collection,US,Horror,2017
1641,Next Entertainment World,8500000,ko,158.919,2016-07-20,87547518,118,7.8,7561,KR,Train to Busan Collection,KR,"Horror,Thriller,Action",2016
1642,IM Global,4000000,en,53.463,2016-12-21,6170043,86,6.802,4293,GB,False,US,"Horror,Mystery",2016
1643,Lotte Entertainment,18300000,ko,41.663,2017-12-20,125983972,139,8.1,1056,KR,Along with the Gods Collection,KR,"Action,Adventure,Drama,Fantasy,Thriller",2017
1644,La Cinéfacture,3500000,en,85.785,2017-07-28,43143046,132,8.1,12150,US,Call Me by Your Name Collection,FR,"Romance,Drama",2017
1645,Tribeca Productions,159000000,en,37.387,2019-11-01,968853,209,7.6,6873,US,False,US,"Crime,Drama,History",2019
1646,Double Dare You,19500000,en,42.448,2017-12-01,195300000,123,7.244,12182,US,False,US,"Drama,Fantasy,Romance",2017
1647,Atlas Entertainment,0,en,44.945,2019-03-06,0,125,6.315,3230,US,False,US,"Action,Thriller,Crime,Adventure",2019
1648,Telecinco Cinema,8000000,es,34.689,2017-10-27,12294931,111,7.3,1605,ES,False,ES,"Thriller,Horror,Mystery",2017
1649,Original Film,40000000,en,41.946,2018-10-19,31672678,121,6.9,2185,GB,False,US,"Action,Adventure,Thriller",2018
1650,Working Title Films,30000000,en,31.68,2017-11-22,150847207,125,7.4,5114,GB,False,GB,"Drama,History",2017
1651,Legendary Pictures,200000000,en,74.531,2021-03-24,470116094,114,7.587,10054,US,Godzilla Collection,US,"Action,Science Fiction,Adventure",2021
1652,Troublemaker Studios,170000000,en,83.199,2019-01-31,405000000,122,7.237,9239,US,False,US,"Action,Science Fiction,Adventure",2019
1653,Contents On Media,0,ko,39.369,2015-09-27,0,110,5.643,28,KR,Female War Series,KR,"Drama,Romance",2015
1654,Columbia Pictures,80000000,en,64.076,2018-06-28,528600000,97,6.857,4432,US,Hotel Transylvania Collection,US,"Animation,Comedy,Family,Fantasy",2018
1655,United Plankton Pictures,60000000,en,53.301,2020-08-14,4700000,95,7.46,2855,US,SpongeBob Collection,US,"Family,Animation,Fantasy,Adventure,Comedy",2020
1656,Thunder Road,35000000,en,57.611,2018-06-27,75836683,122,6.932,3622,MX,Sicario Collection,US,"Action,Crime,Thriller",2018
1657,Grade A Entertainment,7000000,en,52.757,2017-04-07,40300000,101,8.021,5544,US,False,US,"Drama,Comedy",2017
1658,Capital Arts Entertainment,0,en,33.834,2018-10-02,0,111,6.2,334,US,Death Race Collection,US,"Action,Thriller,Science Fiction",2018
1659,Chernin Entertainment,69000000,en,44.448,2018-02-28,151572634,140,6.533,6003,US,False,US,"Thriller,Mystery",2018
1660,Village Roadshow Pictures,70000000,en,49.227,2018-06-07,297718711,111,6.98,8327,US,False,US,"Crime,Comedy,Action",2018
1661,Walt Disney Pictures,175000000,en,52.829,2018-11-20,529323962,112,7.175,7606,US,Wreck-It Ralph Collection,US,"Family,Animation,Comedy,Adventure",2018
1662,uMedia,28210303,en,33.366,2017-06-16,11247280,93,6.087,946,US,False,BE,"Thriller,Action,Mystery",2017
1663,Bluegrass Films,19800000,en,59.852,2018-12-13,0,124,6.833,9977,US,Bird Box Collection,US,"Horror,Thriller,Drama",2018
1664,Big Indie Pictures,3000000,en,31.907,2017-05-12,4500000,90,6.4,964,US,False,US,"War,Thriller,Drama",2017
1665,Golden Tide Pictures,0,ko,35.413,2016-06-23,0,85,6.0,9,KR,Young Mother Series,KR,"Drama,Romance",2016
1666,Stage 6 Films,10000000,en,45.732,2018-01-03,172811971,103,6.2,2917,US,Insidious Collection,US,"Horror,Thriller",2018
1667,Centropolis Entertainment,146000000,en,49.796,2022-02-03,67319703,131,6.309,3166,US,False,US,"Science Fiction,Adventure,Action",2022
1668,Vendôme Pictures,20000000,en,62.52,2017-08-18,27975429,123,7.2,6088,US,False,US,"Science Fiction,Thriller,Drama,Mystery,Action",2017
1669,Lionsgate,20000000,en,43.566,2017-11-13,315025930,113,8.1,7899,US,Wonder Collection,US,"Drama,Family",2017
1670,UFO International Productions,3000000,en,44.948,2016-08-02,0,100,6.322,250,US,Sniper Collection,US,"Action,Drama,War",2016
1671,Climax Studios,0,ko,31.798,2016-05-20,0,71,5.0,6,KR,False,KR,"Romance,Drama",2016
1672,Think Studio,4000000,es,52.989,2017-01-06,30000000,107,8.104,4583,ES,False,ES,"Drama,Mystery,Thriller",2017
1673,Climax Studios,0,ko,46.244,2016-09-01,0,92,5.6,12,KR,Mom's Friend Series,KR,Romance,2016
1674,Universal Pictures,80000000,en,66.51,2019-05-24,429434163,86,6.96,3077,US,The Secret Life of Pets Collection,US,"Adventure,Animation,Comedy,Family",2019
1675,Quadrant Pictures,125000000,en,136.861,2021-02-24,26508132,109,6.593,2304,US,False,US,"Fantasy,Science Fiction,Adventure",2021
1676,Trident Films,0,en,66.445,2024-08-29,2,96,6.823,82,US,False,US,"Crime,Thriller,Action",2024
1677,6th & Idaho Motion Picture Company,185000000,en,145.951,2022-03-01,772319315,177,7.661,10572,US,The Batman Collection,US,"Crime,Mystery,Thriller",2022
1678,Voltage Pictures,0,en,47.997,2018-02-09,416178,106,7.291,534,US,False,US,"Comedy,Fantasy,Science Fiction",2018
1679,"Bad Angels Productions, Ltd.",0,en,40.979,2017-07-21,0,111,7.4,1672,US,Descendants Collection,US,"Family,Fantasy,TV Movie,Adventure",2017
1680,DreamWorks Animation,130000000,en,50.348,2011-10-27,554987477,90,6.6,4102,US,Puss in Boots Collection,US,"Animation,Family,Fantasy,Adventure,Comedy",2011
1681,Climax Studios,0,ko,35.385,2016-10-11,0,75,5.6,9,KR,False,KR,Drama,2016
1682,Climax Studios,0,ko,32.682,2016-07-28,0,89,5.2,24,KR,False,KR,"Drama,Romance",2016
1683,Monkeypaw Productions,4500000,en,59.946,2017-02-24,255407969,104,7.615,17593,US,False,US,"Mystery,Thriller,Horror",2017
1684,Red Granite Pictures,69000000,en,41.827,2017-11-09,180613180,100,6.3,2557,US,Daddy's Home Collection,US,Comedy,2017
1685,Braven Films,6000000,en,49.781,2018-04-24,8000000,114,6.891,1197,US,False,US,"Drama,Romance",2018
1686,Dark Age Cinema,35000,en,101.388,2018-01-25,421798,85,6.356,2580,US,Terrifier Collection,US,"Horror,Thriller",2018
1687,Walt Disney Pictures,0,en,43.285,2023-04-20,0,106,5.486,684,US,False,US,"Family,Fantasy,Action,Adventure",2023
1688,Walt Disney Pictures,185000000,en,70.693,2019-10-16,491730089,119,7.303,6147,US,Maleficent Collection,US,"Family,Fantasy,Adventure,Action",2019
1689,Walt Disney Pictures,183000000,en,68.975,2019-05-22,1054300000,127,7.097,10103,US,False,US,"Adventure,Fantasy,Romance,Family",2019
1690,Walt Disney Pictures,260000000,en,208.272,2019-07-12,1662020819,118,7.112,10169,US,The Lion King (Reboot) Collection,US,"Adventure,Drama,Family,Animation",2019
1691,Walt Disney Pictures,70000000,en,31.859,2022-05-20,623190,99,7.0,1231,US,False,US,"Animation,Family,Comedy,Adventure,Mystery",2022
1692,DreamWorks Animation,0,en,42.597,2026-12-23,0,0,0.0,0,US,Shrek Collection,US,"Animation,Family,Comedy,Fantasy",2026
1693,New Line Cinema,39000000,en,90.457,2021-05-25,206431050,111,7.414,5960,US,The Conjuring Collection,US,"Horror,Mystery,Thriller",2021
1694,Campbell Grobman Films,40000000,en,62.09,2019-08-21,146661977,122,6.59,3527,US,Has Fallen Collection,US,"Action,Thriller",2019
1695,Climax Studios,0,ko,46.596,2016-10-12,0,78,3.5,10,KR,False,KR,Romance,2016
1696,Universal Pictures,10000000,en,35.416,2018-10-18,259939869,106,6.556,4754,US,Halloween Collection,US,"Horror,Thriller",2018
1697,20th Century Fox,52000000,en,46.939,2018-10-24,918355943,135,7.982,16944,US,False,US,"Music,Drama",2018
1698,Paramount Pictures,135000000,en,49.441,2018-11-22,467989645,113,6.723,6169,US,False,US,"Action,Adventure,Science Fiction",2018
1699,Columbia Pictures,75000000,en,44.971,2021-11-18,204334455,124,7.361,4681,US,Ghostbusters Collection,US,"Fantasy,Comedy,Adventure,Science Fiction",2021
1700,Mel Hoppenheim School of Cinema,0,fr,244.805,2016-06-18,0,3,6.1,11,CA,False,CA,"Animation,Documentary",2016
1701,Wrigley Pictures,120000000,en,56.427,2018-04-11,428028233,107,6.455,7093,US,False,US,"Action,Adventure,Science Fiction",2018
1702,Scholastic Productions,100000000,en,38.853,2018-11-27,83869818,128,6.213,4714,NZ,False,US,"Adventure,Science Fiction",2018
1703,Torridon Films,35000000,en,35.215,2018-01-18,67450815,130,6.3,2972,US,False,US,"War,Drama,Action,History",2018
1704,Good Universe,0,en,92.907,2020-08-01,1451864,96,6.44,562,US,False,US,"Action,Drama,Science Fiction,Thriller",2020
1705,Marvel Studios,160000000,en,83.787,2019-06-28,1131927996,129,7.4,15840,US,Spider-Man (MCU) Collection,US,"Action,Adventure,Science Fiction",2019
1706,DreamWorks Animation,75000000,en,34.674,2019-09-19,190304772,97,7.5,2059,CN,False,US,"Family,Animation,Adventure,Comedy",2019
1707,Entertainment One,1000000,en,43.595,2017-10-11,1786396,94,6.256,3029,GB,False,CA,"Horror,Thriller,Mystery",2017
1708,Screen Gems,9500000,en,31.504,2018-11-29,43000000,86,5.598,1348,US,False,US,"Horror,Drama",2018
1709,New Line Cinema,200000000,en,78.839,2022-10-19,393452111,125,6.888,6400,US,False,US,"Action,Adventure,Science Fiction",2022
1710,DC Films,185000000,en,100.032,2021-07-28,168717425,132,7.492,8724,US,Suicide Squad Collection,US,"Action,Comedy,Adventure",2021
1711,Phantom Four,30000000,en,137.499,2024-04-03,53992802,119,6.9,992,US,The Omen Collection,US,Horror,2024
1712,Universal Pictures,85000000,en,73.656,2022-06-29,940203765,87,7.3,3653,US,Minions Collection,US,"Animation,Comedy,Family,Adventure",2022
1713,Magnéto Presse,0,fr,42.244,2017-03-12,0,77,6.9,51,FR,False,FR,Documentary,2017
1714,Legendary Pictures,165000000,en,144.24,2021-09-15,407573628,155,7.786,13055,US,Dune Collection,US,"Science Fiction,Adventure",2021
1715,StudioCanal,60000000,en,37.184,2019-02-07,76419755,119,5.831,2602,US,Cold Pursuit Collection,FR,"Action,Crime,Thriller,Comedy",2019
1716,Universal Pictures,85000000,en,99.204,2021-12-01,408402685,110,7.857,4427,US,Sing Collection,US,"Animation,Family,Music,Comedy",2021
1717,Bad Robot,38000000,en,33.691,2018-11-01,41657844,110,6.722,2878,US,False,US,"Horror,War,Science Fiction",2018
1718,New Line Cinema,22000000,en,89.914,2018-09-05,366082797,96,5.891,6708,US,The Nun Collection,US,Horror,2018
1719,Sepia Films,0,en,64.604,2017-02-11,0,87,5.9,145,US,False,CA,"Drama,TV Movie",2017
1720,Arcola Entertainment,0,en,49.429,2019-08-29,1012932,95,6.6,917,GB,False,GB,"Drama,Thriller",2019
1721,Film Factory,0,es,36.504,2017-08-25,0,105,6.2,1735,ES,Veronica Collection,ES,Horror,2017
1722,Columbia Pictures,35000000,en,32.684,2018-10-11,93320380,90,6.1,1533,US,Goosebumps Collection,US,"Comedy,Fantasy,Horror",2018
1723,Platinum Dunes,13000000,en,49.079,2018-07-04,137056262,97,6.0,4000,US,The Purge Collection,US,"Action,Horror,Thriller",2018
1724,Production I.G,0,ja,35.072,2013-03-15,0,28,5.8,15,JP,False,JP,"Animation,Action,Mystery,Fantasy,Comedy,Drama,Horror",2013
1725,21 Laps Entertainment,34000000,en,39.93,2018-07-25,41142379,105,7.0,2812,US,False,US,"Action,Adventure,Drama",2018
1726,DreamWorks Animation,90000000,en,40.257,2020-03-11,49276818,91,7.287,2145,US,The Trolls Collection,US,"Family,Animation,Comedy,Fantasy,Adventure,Music",2020
1727,Flynn Picture Company,125000000,en,36.919,2018-07-11,292400000,102,6.321,5011,US,False,US,"Action,Thriller,Adventure",2018
1728,Walt Disney Pictures,0,en,46.803,2025-03-19,0,0,0.0,0,US,False,US,"Family,Fantasy",2025
1729,Walt Disney Pictures,297000000,en,99.881,2023-05-18,569626289,135,6.328,2978,US,False,US,"Adventure,Family,Fantasy,Romance",2023
1730,Paramount Pictures,17000000,en,96.072,2018-04-03,340955294,91,7.4,14307,US,A Quiet Place Collection,US,"Horror,Drama,Science Fiction",2018
1731,Columbia Pictures,0,en,35.613,2020-11-27,0,107,8.246,1889,US,False,US,"Drama,Romance",2020
1732,Marvel Studios,250000000,en,130.429,2023-05-03,845600000,150,8.0,7070,US,Guardians of the Galaxy Collection,US,"Science Fiction,Adventure,Action",2023
1733,Legendary Pictures,150000000,en,49.386,2019-05-03,449762638,105,6.923,6885,US,Pokemon Collection,US,"Action,Adventure,Fantasy",2019
1734,Universal Pictures,175000000,en,41.941,2020-01-02,251410631,101,6.6,3652,US,False,US,"Family,Comedy,Fantasy,Adventure",2020
1735,Meridian Entertainment,0,en,47.41,2018-05-24,958883,116,6.7,575,GB,False,CN,"Drama,Action,Crime",2018
1736,Atmosphere Entertainment MM,30000000,en,176.94,2018-01-18,80509622,140,6.825,2926,US,Den of Thieves Collection,US,"Action,Crime,Thriller",2018
1737,Blinding Edge Pictures,20000000,en,40.972,2019-01-16,246999039,129,6.667,8544,US,False,US,"Thriller,Drama,Science Fiction",2019
1738,Walt Disney Pictures,200000000,en,56.038,2021-07-28,220889446,127,7.4,5732,US,False,US,"Fantasy,Adventure",2021
1739,Marvel Studios,200000000,en,96.052,2022-05-04,955775804,126,7.271,9305,US,Doctor Strange Collection,US,"Fantasy,Action,Adventure",2022
1740,SBS Productions,24350000,fr,36.987,2021-07-09,2652725,131,6.6,1010,FR,False,FR,"History,Drama,Romance",2021
1741,Dawn's Light,4000000,en,31.912,2018-05-18,0,105,5.536,250,CA,False,US,"Action,Thriller",2018
1742,Metro-Goldwyn-Mayer,12000000,en,34.271,2018-04-13,91244913,112,6.6,1378,US,False,US,"Romance,Comedy",2018
1743,Original Film,85000000,en,307.023,2020-02-12,319715683,99,7.3,9704,US,Sonic the Hedgehog Collection,US,"Action,Science Fiction,Comedy,Family",2020
1744,Rovio Animation,65000000,en,44.247,2019-08-02,137792047,97,7.071,1718,US,The Angry Birds Collection,FI,"Animation,Action,Fantasy,Adventure,Comedy",2019
1745,Komixx Entertainment,0,en,63.183,2018-05-11,0,105,7.197,7221,US,The Kissing Booth Collection,GB,"Romance,Comedy",2018
1746,SK Global Entertainment,30000000,en,34.205,2018-08-15,238539198,121,7.1,3666,US,Crazy Rich Asians Collection,US,"Comedy,Romance",2018
1747,Stage 6 Films,60000000,en,47.88,2023-04-27,7000000,113,6.377,1152,JP,False,US,"Fantasy,Action,Adventure",2023
1748,Campbell Grobman Films,50000000,en,47.149,2019-04-10,55065289,120,5.572,3457,US,False,US,"Fantasy,Horror,Action,Adventure",2019
1749,Paramount Pictures,0,en,49.434,2016-09-01,0,13,6.9,8,US,False,US,,2016
1750,Thunder Road,55000000,en,80.606,2019-05-15,326709727,131,7.443,10755,US,John Wick Collection,US,"Action,Thriller,Crime",2019
